Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,8,6,15.436,15.494,15.292,15.293,17700,0.99214999,37.21018845,-0.20004353
2018,8,3,15.304,15.556,15.248,15.414,24588,1.00699027,40.24985402,-0.19901854
2018,8,2,15.397,15.480,15.295,15.307,21588,0.99434845,35.95378629,-0.20713546
2018,8,1,15.516,15.538,15.386,15.394,21440,0.99168975,38.01758565,-0.20358818
2018,7,31,15.494,15.612,15.367,15.523,22324,1.00219511,41.28007492,-0.20495746
2018,7,30,15.477,15.546,15.401,15.489,15295,0.99922586,40.02035803,-0.21685850
2018,7,27,15.388,15.539,15.330,15.501,21372,1.00701618,40.30372570,-0.22543243
2018,7,26,15.606,15.669,15.385,15.393,21793,0.98584604,36.54911569,-0.23431869
2018,7,25,15.462,15.633,15.450,15.614,22780,1.00943884,41.50993611,-0.23125616
2018,7,24,15.392,15.599,15.330,15.468,21278,1.00546022,36.19754661,-0.24648534
2018,7,23,15.520,15.561,15.353,15.384,22681,0.99162047,32.94376243,-0.24747261
2018,7,20,15.317,15.544,15.242,15.514,27124,1.01312610,35.54906993,-0.23658041
2018,7,19,15.554,15.576,15.180,15.313,29341,0.98425247,27.29392902,-0.23247319
2018,7,18,15.569,15.617,15.401,15.558,14451,0.99910095,31.92163518,-0.20338400
2018,7,17,15.786,15.863,15.551,15.572,15391,0.98594403,32.21142756,-0.18824276
2018,7,16,15.785,15.879,15.746,15.794,10711,0.99879846,37.18158284,-0.16760441
2018,7,13,15.940,15.990,15.684,15.813,15213,0.99153499,37.64317903,-0.16142813
2018,7,12,15.827,15.994,15.762,15.948,13748,1.00904777,41.00156213,-0.15313144
2018,7,11,16.065,16.075,15.784,15.805,18656,0.98357085,35.32625259,-0.15405994
2018,7,10,16.107,16.172,15.906,16.069,14046,0.99745500,42.30204618,-0.13844417
2018,7,9,16.045,16.218,16.036,16.110,11750,1.00348823,43.54198284,-0.14337903
2018,7,6,16.036,16.101,15.953,16.054,13568,1.00056092,41.36208505,-0.15176675
2018,7,5,16.108,16.113,15.933,16.045,15129,0.99794751,41.02224973,-0.15456319
2018,7,4,16.049,16.153,15.997,16.078,11924,1.00355783,41.84800528,-0.15496791
2018,7,3,15.853,16.056,15.786,16.021,14750,1.01098000,39.90789841,-0.15659040
2018,7,2,16.113,16.145,15.774,15.847,15793,0.98459149,33.63146420,-0.15057998
2018,6,29,16.003,16.167,15.968,16.095,17142,1.00543478,39.02619168,-0.12300187
2018,6,28,16.062,16.150,15.925,16.008,17035,0.99707256,35.66450469,-0.11126397
2018,6,27,16.288,16.321,15.975,16.055,20553,0.98587657,36.67894071,-0.08580557
2018,6,26,16.321,16.376,16.150,16.285,18130,0.99724434,42.12343483,-0.05684877
2018,6,25,16.459,16.509,16.295,16.330,14806,0.99258449,43.29088184,-0.04248065
2018,6,22,16.321,16.499,16.306,16.452,14099,1.00808824,46.53788470,-0.02810563
2018,6,21,16.286,16.362,16.199,16.320,14806,1.00227231,42.18088971,-0.02177088
2018,6,20,16.317,16.382,16.258,16.283,13917,0.99852824,40.92784418,0.00007123
2018,6,19,16.466,16.558,16.242,16.307,18347,0.98938236,41.46915343,0.03171594
2018,6,18,16.553,16.631,16.424,16.482,13806,0.99510958,45.54800669,0.06920114
2018,6,15,17.161,17.254,16.461,16.563,25798,0.96408615,47.55850346,0.09822114
2018,6,14,17.036,17.320,16.940,17.180,21413,1.00827513,69.14702956,0.12558527
2018,6,13,16.855,17.114,16.805,17.039,19685,1.01079670,65.85829113,0.09586334
2018,6,12,16.947,16.955,16.756,16.857,15597,0.99562932,60.85737080,0.07088933
2018,6,11,16.790,16.952,16.747,16.931,12940,1.00893868,64.41991688,0.05651321
2018,6,8,16.719,16.833,16.627,16.781,16728,1.00454954,60.01407044,0.02980749
2018,6,7,16.676,16.901,16.647,16.705,17467,1.00191927,57.54043564,0.01056045
2018,6,6,16.493,16.736,16.482,16.673,13981,1.01097502,56.48801593,-0.00642119
2018,6,5,16.429,16.554,16.366,16.492,13381,1.00469083,49.97564978,-0.02474437
2018,6,4,16.405,16.548,16.374,16.415,13165,1.00073157,46.83220343,-0.02934239
2018,6,1,16.466,16.508,16.337,16.403,18911,0.99914723,46.34428591,-0.02694434
2018,5,31,16.529,16.600,16.406,16.417,19061,0.99418640,46.80965258,-0.02226983
