Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,7,2,1.15530,1.15719,1.15338,1.15616,116156,0.99940355,46.68829582,-0.00337770
2018,6,29,1.15349,1.15995,1.15252,1.15685,155746,1.00252179,47.49428511,-0.00376722
2018,6,28,1.15166,1.15647,1.15080,1.15394,172296,1.00175359,43.68724701,-0.00427985
2018,6,27,1.15353,1.15544,1.15087,1.15192,155674,0.99828408,40.92636372,-0.00457561
2018,6,26,1.15484,1.15644,1.15241,1.15390,150253,0.99902167,42.83797396,-0.00468087
2018,6,25,1.15213,1.15562,1.14888,1.15503,135126,1.00327467,43.92524791,-0.00494874
2018,6,22,1.15071,1.15502,1.14965,1.15126,145299,1.00044319,39.13981120,-0.00533371
2018,6,21,1.15262,1.15421,1.14787,1.15075,151354,0.99786682,38.48031475,-0.00536364
2018,6,20,1.15160,1.15517,1.15075,1.15321,127209,1.00081578,40.44324757,-0.00527190
2018,6,19,1.15632,1.15702,1.14859,1.15227,155589,0.99618736,39.34540879,-0.00532859
2018,6,18,1.15547,1.15710,1.15324,1.15668,95116,0.99901539,42.78085428,-0.00522773
2018,6,15,1.15277,1.15855,1.15176,1.15782,137833,1.00358852,43.69669331,-0.00547198
2018,6,14,1.16154,1.16476,1.15346,1.15368,148298,0.99270324,39.31587112,-0.00582021
2018,6,13,1.15856,1.16237,1.15851,1.16216,119700,1.00278705,46.14485040,-0.00575849
2018,6,12,1.16089,1.16245,1.15803,1.15893,125341,0.99810529,42.61974287,-0.00645938
2018,6,11,1.15901,1.16561,1.15901,1.16113,93666,1.00154398,44.46031634,-0.00693114
2018,6,8,1.15625,1.16181,1.15362,1.15934,124161,1.00247302,42.58705744,-0.00765646
2018,6,7,1.16077,1.16342,1.15577,1.15648,125163,0.99549802,39.56273916,-0.00828861
2018,6,6,1.15354,1.16393,1.15275,1.16171,113248,1.00695161,43.44916215,-0.00868370
2018,6,5,1.15520,1.15628,1.15057,1.15369,115338,0.99837310,34.25248225,-0.00959418
2018,6,4,1.15094,1.15639,1.15094,1.15557,96272,1.00349966,35.50948191,-0.00980015
2018,6,1,1.15212,1.15733,1.15008,1.15154,131695,0.99873374,30.42737227,-0.01011191
2018,5,31,1.15355,1.15706,1.14626,1.15300,153446,0.99913345,31.25597104,-0.00995242
2018,5,30,1.14369,1.15665,1.14191,1.15400,178543,1.00928825,31.80685875,-0.00975275
2018,5,29,1.15466,1.15534,1.13670,1.14338,193762,0.99010227,17.46089724,-0.00945786
2018,5,28,1.15797,1.16279,1.15447,1.15481,102779,1.00121379,22.10926256,-0.00786259
2018,5,25,1.16148,1.16420,1.15322,1.15341,133546,0.99278699,19.67722936,-0.00687587
2018,5,24,1.16440,1.16520,1.15873,1.16179,138169,0.99745868,23.80922946,-0.00537389
2018,5,23,1.16913,1.16959,1.15804,1.16475,158859,0.99625362,25.57038037,-0.00423189
2018,5,22,1.17545,1.17708,1.16835,1.16913,109662,0.99443721,28.46328391,-0.00301411
2018,5,21,1.17402,1.17608,1.17065,1.17567,93910,1.00135425,33.75871942,-0.00186190
2018,5,18,1.18091,1.18166,1.17292,1.17408,100271,0.99378714,30.85459865,-0.00103008
2018,5,17,1.18196,1.18399,1.18019,1.18142,138228,0.99945857,37.99508160,0.00020851
2018,5,16,1.18506,1.18549,1.17703,1.18206,144794,0.99717397,38.72060096,0.00103902
2018,5,15,1.19298,1.19404,1.18472,1.18541,133146,0.99353795,42.68197931,0.00201877
2018,5,14,1.19416,1.19795,1.19301,1.19312,111953,0.99891997,54.62522482,0.00289884
2018,5,11,1.19476,1.19569,1.19239,1.19441,102614,0.99967359,57.10792836,0.00319494
2018,5,10,1.19126,1.19571,1.18987,1.19480,133867,1.00274437,57.84599424,0.00339506
2018,5,9,1.18831,1.19215,1.18656,1.19153,115807,1.00232173,53.12977212,0.00356140
2018,5,8,1.19493,1.19590,1.18654,1.18877,123111,0.99440383,48.62487431,0.00405484
2018,5,7,1.19565,1.19787,1.19465,1.19546,96694,0.99923101,62.04777763,0.00490670
2018,5,4,1.19593,1.19745,1.19353,1.19638,105826,1.00027591,64.31490884,0.00524144
2018,5,3,1.19379,1.19682,1.19348,1.19605,151856,1.00156593,63.87526958,0.00549878
2018,5,2,1.19473,1.19632,1.19340,1.19418,152166,0.99906300,61.37109232,0.00578085
2018,5,1,1.19653,1.19727,1.19348,1.19530,109300,0.99894698,63.83197240,0.00624720
2018,4,30,1.19729,1.19867,1.19551,1.19656,120788,0.99864795,66.62269475,0.00663753
2018,4,27,1.19669,1.19833,1.19518,1.19818,120350,1.00077678,70.29164534,0.00691089
2018,4,26,1.19527,1.19896,1.19512,1.19725,121911,1.00143032,69.39313780,0.00699432
2018,4,25,1.19704,1.19965,1.19551,1.19554,122206,0.99854671,67.72659532,0.00709378
2018,4,24,1.19302,1.19901,1.19240,1.19728,124052,1.00265470,71.39995962,0.00729164
